#NSGA2
popsize 50
maxGen 100
numVar 2
numObj 2
numCons 2
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 100
currentGen	1
evaluateCount	50
totalTime	8.23731
firstFrontCount	5
frontCount	32
avgEvalTime	3.52214e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.496803	2	0.496803	6.03861	-0.471224	-1.47122	
0.54921	2	0.54921	5.46239	-0.942887	-1.94289	
0.60098	1	0.60098	3.3279	-0.40882	-3.40882	
0.692741	0	0.692741	1.44354	-0.23467	-5.23467	
0.466807	2	0.466807	6.42664	-0.201264	-1.20126	
0.726241	0	0.726241	1.37695	-0.536168	-5.53617	
0.682966	0	0.682966	1.4642	-0.146693	-5.14669	
0.608559	1	0.608559	3.28645	-0.477032	-3.47703	
0.641168	1	0.641168	3.11931	-0.770512	-3.77051	
0.582072	1	0.582072	3.436	-0.238647	-3.23865	
0.669782	0	0.669782	1.49302	-0.028042	-5.02804	
0.692741	0	0.692741	1.44354	-0.23467	-5.23467	
0.60098	1	0.60098	3.3279	-0.40882	-3.40882	
0.472578	2	0.472578	6.34815	-0.253205	-1.2532	
0.698942	0	0.698942	1.43073	-0.290476	-5.29048	
0.632096	1	0.632096	3.16407	-0.688868	-3.68887	
0.57238	1	0.57238	3.49418	-0.151419	-3.15142	



#Generation 26 / 100
currentGen	26
evaluateCount	1300
totalTime	16.9222
firstFrontCount	49
frontCount	2
avgEvalTime	5.14286e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.445114	2	0.445114	6.73984	-0.0060278	-1.00603	
0.733724	0	0.733724	1.36291	-0.603519	-5.60352	
0.445114	2	0.445114	6.73984	-0.0060278	-1.00603	
0.557343	2	0.557343	5.38269	-1.01608	-2.01608	
0.557312	1	0.557312	3.58865	-0.015808	-3.01581	
0.667839	0	0.667839	1.49737	-0.010555	-5.01056	
0.655781	1	0.655781	3.0498	-0.902031	-3.90203	
0.511224	2	0.511224	5.86827	-0.601019	-1.60102	
0.568709	1	0.568709	3.51674	-0.118382	-3.11838	
0.720315	0	0.720315	1.38828	-0.482837	-5.48284	
0.452767	2	0.452767	6.62593	-0.0749027	-1.0749	
0.484572	2	0.484572	6.19103	-0.361148	-1.36115	
0.590893	1	0.590893	3.38471	-0.31804	-3.31804	
0.63538	1	0.63538	3.14772	-0.718424	-3.71842	
0.675928	0	0.675928	1.47945	-0.0833475	-5.08335	
0.649556	1	0.649556	3.07903	-0.846	-3.846	
0.557343	1	0.557343	3.58846	-0.0160837	-3.01608	
0.542011	2	0.542011	5.53494	-0.878099	-1.8781	
0.60225	1	0.60225	3.32088	-0.42025	-3.42025	
0.596935	1	0.596935	3.35045	-0.372418	-3.37242	
0.506564	2	0.506564	5.92226	-0.559074	-1.55907	
0.626605	1	0.626605	3.1918	-0.639447	-3.63945	
0.532982	2	0.532982	5.62871	-0.796837	-1.79684	
0.524847	2	0.524847	5.71595	-0.72362	-1.72362	
0.643088	1	0.643088	3.10999	-0.787794	-3.78779	
0.524956	2	0.524956	5.71476	-0.724608	-1.72461	
0.53821	2	0.53821	5.57403	-0.843892	-1.84389	
0.682966	0	0.682966	1.4642	-0.146693	-5.14669	
0.57512	1	0.57512	3.47754	-0.176077	-3.17608	
0.614496	1	0.614496	3.2547	-0.530467	-3.53047	
0.690137	0	0.690137	1.44899	-0.211237	-5.21124	
0.698942	0	0.698942	1.43073	-0.290476	-5.29048	
0.70924	0	0.70924	1.40996	-0.383161	-5.38316	
0.553313	2	0.553313	5.42189	-0.979816	-1.97982	
0.709649	0	0.709649	1.40915	-0.386845	-5.38685	
0.639579	1	0.639579	3.12706	-0.75621	-3.75621	
0.618369	1	0.618369	3.23431	-0.565321	-3.56532	
0.489549	2	0.489549	6.12808	-0.405944	-1.40594	
0.548091	2	0.548091	5.47355	-0.932817	-1.93282	
0.577474	1	0.577474	3.46336	-0.197264	-3.19726	
0.458847	2	0.458847	6.53813	-0.12962	-1.12962	
0.698363	0	0.698363	1.43192	-0.285269	-5.28527	
0.458847	2	0.458847	6.53813	-0.12962	-1.12962	
0.608526	1	0.608526	3.28663	-0.476732	-3.47673	
0.534176	2	0.534176	5.61613	-0.807585	-1.80758	
0.477174	2	0.477174	6.28702	-0.294564	-1.29456	
0.471061	2	0.471061	6.36861	-0.239546	-1.23955	
0.609842	1	0.609842	3.27954	-0.488581	-3.48858	
0.687488	0	0.687488	1.45457	-0.18739	-5.18739	
0.465749	2	0.465749	6.44124	-0.191737	-1.19174	



#Generation 27 / 100
currentGen	27
evaluateCount	1350
totalTime	17.1849
firstFrontCount	50
frontCount	1
avgEvalTime	4.61147e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.720315	0	0.720315	1.38828	-0.482837	-5.48284	
0.720315	0	0.720315	1.38828	-0.482837	-5.48284	
0.445114	2	0.445114	6.73984	-0.0060278	-1.00603	
0.557155	2	0.557155	5.3845	-1.01439	-2.01439	
0.557312	1	0.557312	3.58865	-0.015808	-3.01581	
0.667839	0	0.667839	1.49737	-0.010555	-5.01056	
0.659253	1	0.659253	3.03373	-0.933281	-3.93328	
0.60225	1	0.60225	3.32088	-0.42025	-3.42025	
0.535052	2	0.535052	5.60693	-0.815472	-1.81547	
0.618369	1	0.618369	3.23431	-0.565321	-3.56532	
0.500553	2	0.500553	5.99337	-0.504979	-1.50498	
0.704579	0	0.704579	1.41929	-0.341209	-5.34121	
0.643088	1	0.643088	3.10999	-0.787794	-3.78779	
0.583528	1	0.583528	3.42743	-0.251751	-3.25175	
0.63538	1	0.63538	3.14772	-0.718424	-3.71842	
0.591216	1	0.591216	3.38286	-0.320947	-3.32095	
0.651677	1	0.651677	3.06901	-0.865093	-3.86509	
0.490657	2	0.490657	6.11425	-0.415915	-1.41591	
0.526264	2	0.526264	5.70056	-0.736379	-1.73638	
0.542186	2	0.542186	5.53316	-0.879671	-1.87967	
0.506564	2	0.506564	5.92226	-0.559074	-1.55907	
0.458847	2	0.458847	6.53813	-0.12962	-1.12962	
0.698363	0	0.698363	1.43192	-0.285269	-5.28527	
0.517762	2	0.517762	5.79417	-0.659856	-1.65986	
0.577474	1	0.577474	3.46336	-0.197264	-3.19726	
0.680116	0	0.680116	1.47034	-0.12104	-5.12104	
0.574493	1	0.574493	3.48133	-0.170439	-3.17044	
0.546398	2	0.546398	5.49051	-0.91758	-1.91758	
0.690137	0	0.690137	1.44899	-0.211237	-5.21124	
0.626605	1	0.626605	3.1918	-0.639447	-3.63945	
0.620092	1	0.620092	3.22533	-0.580828	-3.58083	
0.687488	0	0.687488	1.45457	-0.18739	-5.18739	
0.563044	1	0.563044	3.55212	-0.0673968	-3.0674	
0.445633	2	0.445633	6.732	-0.0106929	-1.01069	
0.516273	2	0.516273	5.81088	-0.646453	-1.64645	
0.553313	2	0.553313	5.42189	-0.979816	-1.97982	
0.452767	2	0.452767	6.62593	-0.0749027	-1.0749	
0.483904	2	0.483904	6.19958	-0.355133	-1.35513	
0.596935	1	0.596935	3.35045	-0.372418	-3.37242	
0.477174	2	0.477174	6.28702	-0.294564	-1.29456	
0.452767	2	0.452767	6.62593	-0.0749027	-1.0749	
0.463532	2	0.463532	6.47205	-0.171786	-1.17179	
0.629992	1	0.629992	3.17464	-0.669931	-3.66993	
0.477174	2	0.477174	6.28702	-0.294564	-1.29456	
0.489455	2	0.489455	6.12927	-0.405093	-1.40509	
0.471104	2	0.471104	6.36802	-0.239936	-1.23994	
0.675928	0	0.675928	1.47945	-0.0833475	-5.08335	
0.524956	2	0.524956	5.71476	-0.724608	-1.72461	
0.568709	1	0.568709	3.51674	-0.118382	-3.11838	
0.553313	2	0.553313	5.42189	-0.979816	-1.97982	



#Generation 28 / 100
currentGen	28
evaluateCount	1400
totalTime	17.3925
firstFrontCount	50
frontCount	1
avgEvalTime	1.22958e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.445114	2	0.445114	6.73984	-0.0060278	-1.00603	
0.729719	0	0.729719	1.37039	-0.567475	-5.56747	
0.445114	2	0.445114	6.73984	-0.0060278	-1.00603	
0.557312	1	0.557312	3.58865	-0.015808	-3.01581	
0.557155	2	0.557155	5.3845	-1.01439	-2.01439	
0.666459	1	0.666459	3.00093	-0.998131	-3.99813	
0.675928	0	0.675928	1.47945	-0.0833475	-5.08335	
0.596935	1	0.596935	3.35045	-0.372418	-3.37242	
0.565257	1	0.565257	3.53821	-0.0873153	-3.08732	
0.602728	1	0.602728	3.31825	-0.424549	-3.42455	
0.626128	1	0.626128	3.19424	-0.635148	-3.63515	
0.658381	1	0.658381	3.03776	-0.925427	-3.92543	
0.471104	2	0.471104	6.36802	-0.239936	-1.23994	
0.650692	1	0.650692	3.07365	-0.856226	-3.85623	
0.707019	0	0.707019	1.41439	-0.363175	-5.36317	
0.6354	1	0.6354	3.14762	-0.718598	-3.7186	
0.462269	2	0.462269	6.48973	-0.160423	-1.16042	
0.618369	1	0.618369	3.23431	-0.565321	-3.56532	
0.583528	1	0.583528	3.42743	-0.251751	-3.25175	
0.540462	2	0.540462	5.55081	-0.864156	-1.86416	
0.574493	1	0.574493	3.48133	-0.170439	-3.17044	
0.447901	2	0.447901	6.6979	-0.0311131	-1.03111	
0.48575	2	0.48575	6.17602	-0.371747	-1.37175	
0.476889	2	0.476889	6.29078	-0.291999	-1.292	
0.456952	2	0.456952	6.56524	-0.112568	-1.11257	
0.520161	2	0.520161	5.76745	-0.681449	-1.68145	
0.683683	0	0.683683	1.46267	-0.153147	-5.15315	
0.576798	1	0.576798	3.46742	-0.191184	-3.19118	
0.513869	2	0.513869	5.83806	-0.624825	-1.62483	
0.498695	2	0.498695	6.01571	-0.488252	-1.48825	
0.720315	0	0.720315	1.38828	-0.482837	-5.48284	
0.553732	2	0.553732	5.41778	-0.983591	-1.98359	
0.583528	1	0.583528	3.42743	-0.251751	-3.25175	
0.535052	2	0.535052	5.60693	-0.815472	-1.81547	
0.619242	1	0.619242	3.22976	-0.573175	-3.57318	
0.532395	2	0.532395	5.63492	-0.791551	-1.79155	
0.549232	2	0.549232	5.46217	-0.943088	-1.94309	
0.639093	1	0.639093	3.12944	-0.751833	-3.75183	
0.64457	1	0.64457	3.10285	-0.801127	-3.80113	
0.545263	2	0.545263	5.50193	-0.907368	-1.90737	
0.526642	2	0.526642	5.69647	-0.739781	-1.73978	
0.507785	2	0.507785	5.90802	-0.570061	-1.57006	
0.490657	2	0.490657	6.11425	-0.415915	-1.41591	
0.722285	0	0.722285	1.38449	-0.500568	-5.50057	
0.696334	0	0.696334	1.43609	-0.267003	-5.267	
0.475636	2	0.475636	6.30734	-0.280728	-1.28073	
0.676422	0	0.676422	1.47837	-0.0877958	-5.0878	
0.60225	1	0.60225	3.32088	-0.42025	-3.42025	
0.643088	1	0.643088	3.10999	-0.787794	-3.78779	
0.6883	0	0.6883	1.45285	-0.194703	-5.1947	



#Generation 29 / 100
currentGen	29
evaluateCount	1450
totalTime	17.6336
firstFrontCount	49
frontCount	2
avgEvalTime	5.23481e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.445114	2	0.445114	6.73984	-0.0060278	-1.00603	
0.445114	2	0.445114	6.73984	-0.0060278	-1.00603	
0.729719	0	0.729719	1.37039	-0.567475	-5.56747	
0.557312	1	0.557312	3.58865	-0.015808	-3.01581	
0.557314	2	0.557314	5.38296	-1.01583	-2.01583	
0.660813	1	0.660813	3.02658	-0.947315	-3.94732	
0.671552	0	0.671552	1.48909	-0.0439685	-5.04397	
0.570138	1	0.570138	3.50792	-0.131239	-3.13124	
0.634925	1	0.634925	3.14998	-0.714327	-3.71433	
0.609904	1	0.609904	3.2792	-0.489136	-3.48914	
0.526744	2	0.526744	5.69537	-0.740695	-1.7407	
0.534951	2	0.534951	5.60799	-0.814558	-1.81456	
0.583528	1	0.583528	3.42743	-0.251751	-3.25175	
0.64457	1	0.64457	3.10285	-0.801127	-3.80113	
0.545263	2	0.545263	5.50193	-0.907368	-1.90737	
0.520944	2	0.520944	5.75878	-0.688494	-1.68849	
0.705271	0	0.705271	1.41789	-0.347442	-5.34744	
0.552712	2	0.552712	5.42778	-0.97441	-1.97441	
0.490657	2	0.490657	6.11425	-0.415915	-1.41591	
0.585224	1	0.585224	3.41749	-0.267016	-3.26702	
0.502934	2	0.502934	5.965	-0.526406	-1.52641	
0.501465	2	0.501465	5.98247	-0.513184	-1.51318	
0.540462	2	0.540462	5.55081	-0.864156	-1.86416	
0.6883	0	0.6883	1.45285	-0.194703	-5.1947	
0.596806	1	0.596806	3.35117	-0.37125	-3.37125	
0.619242	1	0.619242	3.22976	-0.573175	-3.57318	
0.513869	2	0.513869	5.83806	-0.624825	-1.62483	
0.46592	2	0.46592	6.43888	-0.193279	-1.19328	
0.683683	0	0.683683	1.46267	-0.153147	-5.15315	
0.65323	1	0.65323	3.06171	-0.879074	-3.87907	
0.477	2	0.477	6.28931	-0.292999	-1.293	
0.45356	2	0.45356	6.61434	-0.0820373	-1.08204	
0.513869	2	0.513869	5.83806	-0.624825	-1.62483	
0.718464	0	0.718464	1.39186	-0.466176	-5.46618	
0.627504	1	0.627504	3.18723	-0.647532	-3.64753	
0.707019	0	0.707019	1.41439	-0.363175	-5.36317	
0.48575	2	0.48575	6.17602	-0.371747	-1.37175	
0.461448	2	0.461448	6.50127	-0.153035	-1.15303	
0.602728	1	0.602728	3.31825	-0.424549	-3.42455	
0.621811	1	0.621811	3.21641	-0.5963	-3.5963	
0.720315	0	0.720315	1.38828	-0.482837	-5.48284	
0.602728	1	0.602728	3.31825	-0.424549	-3.42455	
0.476779	2	0.476779	6.29222	-0.291014	-1.29101	
0.597149	1	0.597149	3.34925	-0.374341	-3.37434	
0.675928	0	0.675928	1.47945	-0.0833475	-5.08335	
0.562496	1	0.562496	3.55558	-0.0624652	-3.06247	
0.471104	2	0.471104	6.36802	-0.239936	-1.23994	
0.626128	1	0.626128	3.19424	-0.635148	-3.63515	
0.471104	2	0.471104	6.36802	-0.239936	-1.23994	
0.556806	2	0.556806	5.38787	-1.01126	-2.01126	



#Generation 30 / 100
currentGen	30
evaluateCount	1500
totalTime	17.9087
firstFrontCount	50
frontCount	1
avgEvalTime	3.81934e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.730281	0	0.730281	1.36934	-0.572531	-5.57253	
0.445114	2	0.445114	6.73984	-0.0060278	-1.00603	
0.445114	2	0.445114	6.73984	-0.0060278	-1.00603	
0.555595	1	0.555595	3.59975	-0.000352373	-3.00035	
0.552712	2	0.552712	5.42778	-0.97441	-1.97441	
0.65134	1	0.65134	3.07059	-0.86206	-3.86206	
0.668297	0	0.668297	1.49634	-0.0146765	-5.01468	
0.626006	1	0.626006	3.19486	-0.634051	-3.63405	
0.603039	1	0.603039	3.31654	-0.427349	-3.42735	
0.518594	2	0.518594	5.78488	-0.667342	-1.66734	
0.501204	2	0.501204	5.98559	-0.510833	-1.51083	
0.504739	2	0.504739	5.94366	-0.542652	-1.54265	
0.53016	2	0.53016	5.65866	-0.771444	-1.77144	
0.541201	2	0.541201	5.54322	-0.870813	-1.87081	
0.596806	1	0.596806	3.35117	-0.37125	-3.37125	
0.6883	0	0.6883	1.45285	-0.194703	-5.1947	
0.45356	2	0.45356	6.61434	-0.0820373	-1.08204	
0.570138	1	0.570138	3.50792	-0.131239	-3.13124	
0.562496	1	0.562496	3.55558	-0.0624652	-3.06247	
0.48575	2	0.48575	6.17602	-0.371747	-1.37175	
0.585224	1	0.585224	3.41749	-0.267016	-3.26702	
0.586234	1	0.586234	3.41161	-0.276102	-3.2761	
0.71829	0	0.71829	1.3922	-0.464607	-5.46461	
0.675928	0	0.675928	1.47945	-0.0833475	-5.08335	
0.700569	0	0.700569	1.42741	-0.305122	-5.30512	
0.549553	2	0.549553	5.45899	-0.945973	-1.94597	
0.543584	2	0.543584	5.51893	-0.892254	-1.89225	
0.6812	0	0.6812	1.468	-0.130804	-5.1308	
0.570138	1	0.570138	3.50792	-0.131239	-3.13124	
0.479509	2	0.479509	6.2564	-0.315578	-1.31558	
0.636797	1	0.636797	3.14072	-0.731173	-3.73117	
0.523565	2	0.523565	5.72995	-0.712085	-1.71209	
0.467386	2	0.467386	6.41868	-0.20647	-1.20647	
0.461448	2	0.461448	6.50127	-0.153035	-1.15303	
0.634345	1	0.634345	3.15286	-0.709104	-3.7091	
0.44734	2	0.44734	6.70631	-0.0260607	-1.02606	
0.729719	0	0.729719	1.37039	-0.567475	-5.56747	
0.644262	1	0.644262	3.10433	-0.798359	-3.79836	
0.471104	2	0.471104	6.36802	-0.239936	-1.23994	
0.644665	1	0.644665	3.10239	-0.801987	-3.80199	
0.601426	1	0.601426	3.32543	-0.412834	-3.41283	
0.46171	2	0.46171	6.49759	-0.155386	-1.15539	
0.484295	2	0.484295	6.19457	-0.358655	-1.35866	
0.48575	2	0.48575	6.17602	-0.371747	-1.37175	
0.714414	0	0.714414	1.39975	-0.429726	-5.42973	
0.480346	2	0.480346	6.2455	-0.323113	-1.32311	
0.557312	1	0.557312	3.58865	-0.015808	-3.01581	
0.585224	1	0.585224	3.41749	-0.267016	-3.26702	
0.526744	2	0.526744	5.69537	-0.740695	-1.7407	
0.527052	2	0.527052	5.69204	-0.743464	-1.74346	



#Generation 31 / 100
currentGen	31
evaluateCount	1550
totalTime	18.1567
firstFrontCount	50
frontCount	1
avgEvalTime	3.67376e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.730877	0	0.730877	1.36822	-0.57789	-5.57789	
0.4445	2	0.4445	6.74916	-0.000498385	-1.0005	
0.549553	2	0.549553	5.45899	-0.945973	-1.94597	
0.555595	1	0.555595	3.59975	-0.000352373	-3.00035	
0.65134	1	0.65134	3.07059	-0.86206	-3.86206	
0.668192	0	0.668192	1.49658	-0.0137284	-5.01373	
0.626006	1	0.626006	3.19486	-0.634051	-3.63405	
0.601784	1	0.601784	3.32345	-0.416055	-3.41606	
0.639788	1	0.639788	3.12603	-0.758096	-3.7581	
0.518594	2	0.518594	5.78488	-0.667342	-1.66734	
0.489266	2	0.489266	6.13163	-0.403398	-1.4034	
0.585224	1	0.585224	3.41749	-0.267016	-3.26702	
0.596806	1	0.596806	3.35117	-0.37125	-3.37125	
0.570776	1	0.570776	3.504	-0.136985	-3.13698	
0.695083	0	0.695083	1.43868	-0.255749	-5.25575	
0.505657	2	0.505657	5.93287	-0.550916	-1.55092	
0.562496	1	0.562496	3.55558	-0.0624652	-3.06247	
0.680849	0	0.680849	1.46875	-0.127641	-5.12764	
0.500946	2	0.500946	5.98867	-0.508513	-1.50851	
0.530757	2	0.530757	5.6523	-0.776815	-1.77681	
0.479509	2	0.479509	6.2564	-0.315578	-1.31558	
0.586234	1	0.586234	3.41161	-0.276102	-3.2761	
0.485083	2	0.485083	6.18451	-0.365745	-1.36574	
0.710832	0	0.710832	1.4068	-0.397484	-5.39748	
0.523473	2	0.523473	5.73096	-0.711256	-1.71126	
0.464429	2	0.464429	6.45955	-0.17986	-1.17986	
0.542363	2	0.542363	5.53135	-0.881266	-1.88127	
0.720221	0	0.720221	1.38846	-0.481985	-5.48198	
0.473382	2	0.473382	6.33738	-0.260438	-1.26044	
0.570138	1	0.570138	3.50792	-0.131239	-3.13124	
0.459935	2	0.459935	6.52266	-0.139415	-1.13941	
0.541201	2	0.541201	5.54322	-0.870813	-1.87081	
0.700955	0	0.700955	1.42663	-0.308594	-5.30859	
0.530141	2	0.530141	5.65887	-0.771269	-1.77127	
0.555709	1	0.555709	3.59901	-0.00137912	-3.00138	
0.470804	2	0.470804	6.37208	-0.237237	-1.23724	
0.45356	2	0.45356	6.61434	-0.0820373	-1.08204	
0.674504	0	0.674504	1.48257	-0.0705367	-5.07054	
0.521394	2	0.521394	5.75381	-0.692543	-1.69254	
0.668297	0	0.668297	1.49634	-0.0146765	-5.01468	
0.555595	1	0.555595	3.59975	-0.000352373	-3.00035	
0.676033	0	0.676033	1.47922	-0.0842956	-5.0843	
0.44734	2	0.44734	6.70631	-0.0260607	-1.02606	
0.46171	2	0.46171	6.49759	-0.155386	-1.15539	
0.541201	2	0.541201	5.54322	-0.870813	-1.87081	
0.700569	0	0.700569	1.42741	-0.305122	-5.30512	
0.450125	2	0.450125	6.66482	-0.0511237	-1.05112	
0.503233	2	0.503233	5.96145	-0.529099	-1.5291	
0.45159	2	0.45159	6.6432	-0.064308	-1.06431	
0.716147	0	0.716147	1.39636	-0.445319	-5.44532	



#Generation 32 / 100
currentGen	32
evaluateCount	1600
totalTime	18.4075
firstFrontCount	50
frontCount	1
avgEvalTime	3.11043e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.4445	2	0.4445	6.74916	-0.000498385	-1.0005	
0.4445	2	0.4445	6.74916	-0.000498385	-1.0005	
0.731701	0	0.731701	1.36668	-0.585311	-5.58531	
0.549553	2	0.549553	5.45899	-0.945973	-1.94597	
0.555595	1	0.555595	3.59975	-0.000352373	-3.00035	
0.653214	1	0.653214	3.06178	-0.878926	-3.87893	
0.668192	0	0.668192	1.49658	-0.0137284	-5.01373	
0.596806	1	0.596806	3.35117	-0.37125	-3.37125	
0.5695	1	0.5695	3.51185	-0.125504	-3.1255	
0.602039	1	0.602039	3.32204	-0.418354	-3.41835	
0.626006	1	0.626006	3.19486	-0.634051	-3.63405	
0.462007	2	0.462007	6.4934	-0.158067	-1.15807	
0.626006	1	0.626006	3.19486	-0.634051	-3.63405	
0.641652	1	0.641652	3.11695	-0.774868	-3.77487	
0.680849	0	0.680849	1.46875	-0.127641	-5.12764	
0.511324	2	0.511324	5.86712	-0.601917	-1.60192	
0.695083	0	0.695083	1.43868	-0.255749	-5.25575	
0.525652	2	0.525652	5.70719	-0.730871	-1.73087	
0.560536	1	0.560536	3.56801	-0.0448243	-3.04482	
0.693334	0	0.693334	1.44231	-0.240007	-5.24001	
0.710832	0	0.710832	1.4068	-0.397484	-5.39748	
0.542382	2	0.542382	5.53116	-0.881437	-1.88144	
0.488427	2	0.488427	6.14217	-0.395844	-1.39584	
0.566812	1	0.566812	3.52851	-0.101305	-3.1013	
0.641756	1	0.641756	3.11645	-0.7758	-3.7758	
0.480165	2	0.480165	6.24785	-0.321487	-1.32149	
0.470804	2	0.470804	6.37208	-0.237237	-1.23724	
0.477091	2	0.477091	6.2881	-0.293822	-1.29382	
0.541201	2	0.541201	5.54322	-0.870813	-1.87081	
0.530757	2	0.530757	5.6523	-0.776815	-1.77681	
0.495529	2	0.495529	6.05414	-0.459758	-1.45976	
0.549553	2	0.549553	5.45899	-0.945973	-1.94597	
0.518594	2	0.518594	5.78488	-0.667342	-1.66734	
0.45356	2	0.45356	6.61434	-0.0820373	-1.08204	
0.518594	2	0.518594	5.78488	-0.667342	-1.66734	
0.65134	1	0.65134	3.07059	-0.86206	-3.86206	
0.722028	0	0.722028	1.38499	-0.498253	-5.49825	
0.716147	0	0.716147	1.39636	-0.445319	-5.44532	
0.489461	2	0.489461	6.12919	-0.405147	-1.40515	
0.470897	2	0.470897	6.37082	-0.238072	-1.23807	
0.45356	2	0.45356	6.61434	-0.0820373	-1.08204	
0.674964	0	0.674964	1.48156	-0.0746799	-5.07468	
0.730877	0	0.730877	1.36822	-0.57789	-5.57789	
0.505657	2	0.505657	5.93287	-0.550916	-1.55092	
0.497187	2	0.497187	6.03395	-0.474683	-1.47468	
0.448401	2	0.448401	6.69044	-0.0356108	-1.03561	
0.505657	2	0.505657	5.93287	-0.550916	-1.55092	
0.6735	0	0.6735	1.48478	-0.0614995	-5.0615	
0.529492	2	0.529492	5.66581	-0.765428	-1.76543	
0.555709	1	0.555709	3.59901	-0.00137912	-3.00138	



#Generation 33 / 100
currentGen	33
evaluateCount	1650
totalTime	18.6083
firstFrontCount	50
frontCount	1
avgEvalTime	3.3157e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.731364	0	0.731364	1.36731	-0.582273	-5.58227	
0.4445	2	0.4445	6.74916	-0.000498385	-1.0005	
0.4445	2	0.4445	6.74916	-0.000498385	-1.0005	
0.550156	2	0.550156	5.453	-0.951406	-1.95141	
0.555595	1	0.555595	3.59975	-0.000352373	-3.00035	
0.668989	0	0.668989	1.49479	-0.0209046	-5.0209	
0.656062	1	0.656062	3.04849	-0.904555	-3.90455	
0.585644	1	0.585644	3.41505	-0.270792	-3.27079	
0.603643	1	0.603643	3.31321	-0.43279	-3.43279	
0.626006	1	0.626006	3.19486	-0.634051	-3.63405	
0.601555	1	0.601555	3.32472	-0.413994	-3.41399	
0.572837	1	0.572837	3.4914	-0.155529	-3.15553	
0.468366	2	0.468366	6.40525	-0.21529	-1.21529	
0.629674	1	0.629674	3.17625	-0.667066	-3.66707	
0.640669	1	0.640669	3.12174	-0.766023	-3.76602	
0.477063	2	0.477063	6.28848	-0.293568	-1.29357	
0.536107	2	0.536107	5.5959	-0.824959	-1.82496	
0.560536	1	0.560536	3.56801	-0.0448243	-3.04482	
0.703967	0	0.703967	1.42052	-0.335699	-5.3357	
0.681186	0	0.681186	1.46803	-0.130678	-5.13068	
0.545894	2	0.545894	5.49557	-0.91305	-1.91305	
0.506555	2	0.506555	5.92236	-0.558996	-1.559	
0.683661	0	0.683661	1.46271	-0.15295	-5.15295	
0.48856	2	0.48856	6.14049	-0.397042	-1.39704	
0.695083	0	0.695083	1.43868	-0.255749	-5.25575	
0.460465	2	0.460465	6.51515	-0.144186	-1.14419	
0.517062	2	0.517062	5.80202	-0.653555	-1.65356	
0.523039	2	0.523039	5.73571	-0.70735	-1.70735	
0.648657	1	0.648657	3.08329	-0.837911	-3.83791	
0.64326	1	0.64326	3.10916	-0.789343	-3.78934	
0.497187	2	0.497187	6.03395	-0.474683	-1.47468	
0.480165	2	0.480165	6.24785	-0.321487	-1.32149	
0.454082	2	0.454082	6.60673	-0.0867401	-1.08674	
0.65134	1	0.65134	3.07059	-0.86206	-3.86206	
0.695414	0	0.695414	1.43799	-0.258729	-5.25873	
0.518594	2	0.518594	5.78488	-0.667342	-1.66734	
0.540898	2	0.540898	5.54633	-0.868082	-1.86808	
0.541201	2	0.541201	5.54322	-0.870813	-1.87081	
0.511324	2	0.511324	5.86712	-0.601917	-1.60192	
0.555595	1	0.555595	3.59975	-0.000352373	-3.00035	
0.448401	2	0.448401	6.69044	-0.0356108	-1.03561	
0.530694	2	0.530694	5.65297	-0.776249	-1.77625	
0.525715	2	0.525715	5.70651	-0.731437	-1.73144	
0.725686	0	0.725686	1.37801	-0.531176	-5.53118	
0.566812	1	0.566812	3.52851	-0.101305	-3.1013	
0.511324	2	0.511324	5.86712	-0.601917	-1.60192	
0.710832	0	0.710832	1.4068	-0.397484	-5.39748	
0.462007	2	0.462007	6.4934	-0.158067	-1.15807	
0.50657	2	0.50657	5.92219	-0.559127	-1.55913	
0.716147	0	0.716147	1.39636	-0.445319	-5.44532	



#Generation 34 / 100
currentGen	34
evaluateCount	1700
totalTime	18.8272
firstFrontCount	50
frontCount	1
avgEvalTime	4.35874e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.4445	2	0.4445	6.74916	-0.000498385	-1.0005	
0.4445	2	0.4445	6.74916	-0.000498385	-1.0005	
0.731364	0	0.731364	1.36731	-0.582273	-5.58227	
0.551575	2	0.551575	5.43897	-0.964179	-1.96418	
0.555595	1	0.555595	3.59975	-0.000352373	-3.00035	
0.668989	0	0.668989	1.49479	-0.0209046	-5.0209	
0.656062	1	0.656062	3.04849	-0.904555	-3.90455	
0.688008	0	0.688008	1.45347	-0.192073	-5.19207	
0.585644	1	0.585644	3.41505	-0.270792	-3.27079	
