#NSGA2
popsize 50
maxGen 500
numVar 30
numObj 2
numCons 0
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 500
currentGen	1
evaluateCount	50
totalTime	0.312263
firstFrontCount	11
frontCount	8
avgEvalTime	0.000201932
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Obj1	Obj2	
0.69398	0.212258	0.0389532	0.0339563	0	0.158916	0.149975	0.06318	0.0171073	0.0899057	0.00942879	0.433859	0.0684217	0.0768655	0.254508	0.0909614	0	0.352115	0.0289387	0	0	0.144415	0	0	0.226404	0.102932	0.0312134	0.0622375	0	0.0601021	0.69398	0.709987	
0.0519222	0.360557	0.118704	0.0865536	0.0313894	0.167783	0.0800827	0	0.231069	0.0314028	0.0329721	0.451722	0.0066678	0.165665	0.259375	0.120586	0	0.0174152	0.0784416	0.0514	0	0.143755	0.0932421	0.153959	0.268776	0	0	0.0194189	0.00594628	0	0.0519222	1.60781	
0.280273	0.316365	0	0	0.00447641	0.167783	0.101693	0.126976	0.12117	0.00810213	0	0.451722	0.00981629	0.130233	0.228529	0.0971115	0	0.268841	0.119989	0	0.00286536	0	0.0942862	0.0709401	0.109842	0.0370009	0.190828	0.0791821	0	0	0.280273	1.12964	
1	0.336363	0.142168	0.0865536	0.0313894	0.159052	0.0800827	0.0756714	0	0.00972014	0	0.358799	0.00981629	0.18501	0.172678	0	0	0.219685	0.0906628	0.0514	0	0.195076	0.0464065	0.00198914	0.167689	0	0.087209	0.0791821	0	0	1	0.460078	
0.215558	0.0366612	0.253631	0.00141074	0.0316369	0	0.206127	0.0722724	0	0.152939	0	0.423713	0	0.0779136	0.275854	0.214158	0.0715701	0.156532	0.131292	0.0639128	0.0215666	0.250464	0.0883154	0.246002	0.103314	0	0	0	0.0775113	0.034536	0.215558	1.28362	
0.0123734	0.418489	0	0.0865536	0.0361321	0.0786338	0.0800827	0.133216	0.0879879	0.153316	0.002227	0.451722	0.00981629	0	0.317468	0.0726091	0	0.215747	0.0702831	0.0514	0	0.143426	0.0925004	0.0173927	0.272155	0	0.122662	0.0791821	0	0.112798	0.0123734	1.80799	
0.453104	0.222359	0	0.0339563	0	0.158916	0.039817	0.06318	0.0171073	0.111524	0.00942879	0.326106	0.0684217	0	0.318144	0.234945	0	0.111354	0.0431531	0	0	0.0448456	0	0	0.25977	0.0875922	0.0312134	0.0622375	0.0051743	0.0601021	0.453104	0.834742	
0.337624	0.287831	0.142168	0	0.0313894	0.159052	0.0800827	0.0756714	0	0.00972014	0.000290287	0.358799	0.00981629	0.0975624	0.172678	0	0	0.219685	0.0906628	0.0514	0	0.195076	0.0385469	0.0709083	0.172364	0	0.087209	0.0791821	0	0	0.337624	0.984589	
0	0.365268	0.0879516	0.0865536	0.0352227	0.120156	0.0800827	0.0870717	0.0888799	0.153316	0.0192815	0.451722	0.00981629	0.160241	0.293978	0.0143446	0	0.30504	0.119989	0.0220904	0	0.143426	0.0910985	0.0191146	0.13457	0	0	0.0791821	0	0	0	1.92123	
0.127909	0.152754	0.14368	0.0865536	0.0931489	0.0182369	0.0188639	0.133216	0.212726	0.0229482	0.180866	0.243782	0	0.183734	0.287545	0.120597	0	0.0142639	0.119989	0.0514	0	0	0.0200711	0.138742	0.272155	0	0.0973686	0.0791821	0.0762881	0	0.127909	1.37143	
0.176773	0.365268	0.0879516	0	0.0313894	0.167783	0.0849553	0.0477431	0.212726	0.153316	0.180866	0.451722	0	0.183734	0.287545	0.0143446	0	0	0.117596	0.0514	0	0	0.0200711	0.138742	0.271427	0	0.0669018	0.0791821	0.00298922	0	0.176773	1.35143	
0.717585	0.124402	0.0528945	0.0339563	0	0.158916	0.118639	0.06318	0.0171073	0.167015	0.00942879	0.433859	0	0.0768655	0.254508	0.121228	0	0.352115	0.0289387	0	0	0.144415	0	0	0.226404	0.102932	0.0312134	0.0622375	0	0.0601021	0.717585	0.676798	
0.772703	0.124402	0.0528945	0.0339563	0	0.158916	0.165597	0.0564902	0.0171073	0.167015	0.00942879	0.433859	0.0961441	0.0768655	0.254508	0.121228	0	0.352115	0.0289387	0	0	0.144415	0	0	0.226404	0.102932	0.0312134	0.0622375	0	0.0601021	0.772703	0.662346	
0.0721778	0.365268	0.142168	0.0278793	0.0313894	0.15894	0.0800827	0.0756714	0	0.00972014	0	0.358799	0.00981629	0.18501	0.175106	0	0	0.0180198	0.0906628	0.0514	0	0.18771	0.0910985	0.0701557	0.216769	0	0.087209	0.0791821	0	0	0.0721778	1.42121	
0.0389296	0.320238	0.00795373	0.123036	0.00319809	0.185675	0.156578	0	0.212478	0.0654175	0	0.261956	0.00981629	0.119544	0.374511	0.0153952	0	0.128741	0	0	0	0.132615	0.213326	0.135522	0.251648	0	0.190828	0.109901	0	0	0.0389296	1.66215	
0.0705815	0.365268	0.142168	0.0478774	0.0313894	0.167783	0.0800827	0.0620212	0	0.153316	0	0.358799	0.00981629	0.0177642	0.137723	0.0617087	0	0.219685	0.0951295	0.0514	0	0.143479	0.0910985	0.139942	0.172364	0	0.087209	0.087426	0	0	0.0705815	1.48432	
0.0168077	0.365268	0.0879516	0.0973178	0.0352227	0.120156	0.0800827	0.0870717	0.0888799	0.153316	0.0192815	0.451722	0.00981629	0.160241	0.295681	0.0143446	0	0.30504	0.119989	0.0220904	0	0.143426	0.0910985	0.0191146	0.13457	0	0	0.0791821	0	0	0.0168077	1.74522	
0.772703	0.124402	0.0528945	0.0339563	0	0.158916	0.165597	0.0564902	0.0171073	0.167015	0.00942879	0.433859	0.0961441	0.0768655	0.254508	0.121228	0	0.352115	0.0289387	0	0	0.144415	0	0	0.226404	0.102932	0.0312134	0.0622375	0	0.0601021	0.772703	0.662346	
0.425838	0.0576062	0.0455011	0.0865536	0.0313894	0.0290583	0.0800827	0.139807	0	0.150662	0	0.358799	0.0695629	0.18501	0.166948	0	0	0.19345	0.0951295	0.0514	0	0.143426	0.0957089	0.153112	0.172364	0	0.087209	0.0791821	0	0	0.425838	0.899679	
0.0710833	0.35772	0.142168	0.0828474	0.0313894	0.167783	0.0800827	0.0620212	0	0.153316	0	0.358799	0.00981629	0.0177642	0.137723	0.0617087	0	0.165983	0.0951295	0.0514	0	0.143479	0.109657	0.139942	0.172364	0	0.0938156	0.053465	0	0	0.0710833	1.47323	
0.0557525	0.222359	0.00392634	0.0817771	0	0.158916	0.118639	0.06318	0.0171073	0.111524	0.00942879	0.433859	0.0684217	0	0.187704	0.281692	0	0.515788	0.0431531	0	0.0150692	0.144415	0	0	0.223025	0.102932	0.0312134	0.0622375	0	0.0601021	0.0557525	1.59056	
0.0176344	0.365268	0.0657746	0.0865536	0.0352227	0.120156	0.0800827	0.0870717	0.169706	0.153316	0.00233185	0.451722	0	0.160241	0.271093	0.0143446	0	0.30504	0.119989	0.172021	0	0.0301583	0.0571092	0.0191146	0	0	0	0.0791821	0.0275448	0	0.0176344	1.70899	
0.315558	0.365268	0	0.0865536	0	0.102061	0.0800827	0.0769399	0.211765	0.153316	0	0.239339	0.0208604	0.211105	0.291221	0.119377	0	0.316315	0.0760688	0.0454567	0.0139955	0.0193533	0.0120858	0	0.169742	0	0.190828	0.0328223	0	0	0.315558	1.10953	
0.69398	0.248841	0.0528945	0.0339563	0	0.158916	0.097799	0.06318	0.0171073	0.0899057	0.00942879	0.440702	0.0684217	0.0768655	0.254508	0.248289	0	0.352115	0.0289387	0	0	0.144415	0	0	0.226404	0.028593	0.0312134	0.0622375	0	0.0601021	0.69398	0.728981	
0.898572	0.336363	0.142168	0.0865536	0.0315632	0.159052	0.129163	0.0756714	0	0.00972014	0	0.358799	0.00981629	0.18501	0.172678	0	0	0.219685	0.0906628	0.0514	0	0.195076	0.0464065	0.119952	0.172364	0	0.087209	0.0791821	0	0.0406639	0.898572	0.572878	
0.000151692	0.365268	0.0879516	0.0865536	0.0352227	0.120156	0.0800827	0.0858168	0.153012	0.153316	0	0.451722	0.00981629	0.160241	0.0813898	0.0143446	0	0.30504	0.119989	0.0220904	0	0.143426	0	0.0191146	0.13457	0	0	0.0791821	0	0	0.000151692	1.8238	
0.000151692	0.365268	0.0879516	0.0296393	0.0352227	0.120156	0.0800827	0.0858168	0.153012	0.153316	0.00873837	0.374498	0.00981629	0.160241	0.213063	0.0143446	0	0.30504	0.119989	0.0220904	0	0.143426	0	0.0191146	0.223541	0	0	0.0791821	0	0	0.000151692	1.85322	



#Generation 60 / 500
currentGen	60
evaluateCount	3000
totalTime	8.71611
firstFrontCount	23
frontCount	3
avgEvalTime	5.49624e-05
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Obj1	Obj2	
0.453104	0.0325938	0	0.0339563	0	0.158916	0.039817	0.06318	0.0171073	0.111524	0.00942879	0.326106	0.0684217	0	0.318144	0.234945	0	0.111354	0.00800225	0	0	0.0448456	0	0	0.25977	0	0.0312134	0.0622375	0.0051743	0.0228685	0.453104	0.754538	
0.848648	0.124402	0.0396185	0.0263318	0	0.158916	0.165597	0.0766136	0.0171073	0.167015	0.00942879	0.433859	0.0961441	0.0768655	0.121181	0.121228	0	0.208263	0.0299256	0	0	0.0476032	0	0	0.226404	0.102932	0.0312134	0	0	0.0601021	0.848648	0.51601	
0.048989	0.0809789	0.0574013	0.11577	0.0313894	0.0372675	0.0469729	0.0620212	0	0.123736	0	0.321909	0.00981629	0.0177642	0	0.035792	0	0.266666	0.0951295	0.0440655	0	0.143479	0.0951065	0.139942	0.179147	0	0.0898827	0.022418	0	0	0.048989	1.34364	
0.304695	0	0.0455011	0.0865536	0.0313894	0.0290583	0	0.139807	0	0.150662	0	0.383832	0.0695629	0.18501	0.167052	0	0	0.163818	0.115321	0	0	0.143426	0.0957089	0	0.172364	0	0.00295414	0.0791821	0	0	0.304695	0.932857	
0.979409	0.218552	0.142168	0.061168	0.000766777	0.159052	0.0800827	0.0756714	0	0.00972014	0.00362873	0.182073	0.00981629	0.18501	0.145966	0	0	0.175068	0	0.0266016	0	0.0638375	0.012974	0	0.167689	0	0.087209	0.173873	0	0	0.979409	0.357185	
0.52231	0.220688	0	0.059342	0	0.144661	0.039817	0	0.0171073	0	0	0.326106	0.0906194	0	0.0604831	0.234945	0	0.0661072	0	0.0229276	0	0.0448456	0	0	0.304555	0.0907311	0.0512575	0.030126	0.0453916	0.0601021	0.52231	0.680624	
0.0713116	0.365268	0.142168	0	0.0182413	0.15897	0.0800827	0.0756714	0	0.00972014	0	0.358799	0.00981629	0.114335	0.175106	0	0	0	0.0434084	0	0	0.195076	0.0023996	0.0701557	0.12997	0	0.0331737	0.0791821	0	0	0.0713116	1.29783	
0	0.190475	0.0879516	0	0.0352227	0.157407	0.155752	0.0870717	0.133082	0.153316	0.00233185	0.398325	0.00981629	0	0.274597	0.0143446	0	0.0591898	0.0621018	0	0	0	0.0267912	0	0	0.0222338	0	0.0791821	0.0275448	0	0	1.61347	
0.315558	0.170825	0.0116775	0.0636155	0	0	0.0800827	0	0.171612	0.0305595	0	0.239339	0.0151902	0.211105	0.0588178	0.0307154	0	0.224595	0.258487	0.0454567	0	0.0193533	0.0120858	0	0.0303202	0	0.190828	0.0881147	0	0	0.315558	0.894138	
0.15696	0.124402	0	0.0453165	0	0.216597	0.150863	0.0564902	0.0171073	0	0.00942879	0.228391	0.0961441	0.0809649	0.254508	0.010888	0	0.352115	0.0299256	0.00733454	0	0.21327	0.0240355	0	0.226404	0	0	0	0	0.00368797	0.15696	1.15513	
0.652068	0.0325938	0	0.0339563	0	0.158916	0.039817	0.06318	0	0.111524	0.0101094	0.326106	0.0684217	0	0.158729	0.234945	0	0.111354	0.00800225	0	0	0.0448456	0	0	0.25977	0	0.0312134	0.0622375	0.0051743	0	0.652068	0.542287	
0.445632	0.220688	0	0.0339563	0	0.144661	0.039817	0.06318	0.0171073	0.0970744	0	0.27527	0.04606	0	0.0604831	0.234945	0	0.0661072	0	0	0	0.0448456	0	0	0.25977	0.0907311	0.0512575	0.030126	0.0453916	0.241784	0.445632	0.785347	
0.898572	0.133299	0	0.207051	0	0.0739266	0.118638	0.0756714	0.0703026	0.0134974	0	0.37208	0.00981629	0.0870288	0.172678	0	0	0.124666	0.0906628	0.0514	0	0.0856425	0.0464065	0.0365318	0.131253	0.0542987	0.087209	0.0791821	0.000605909	0.0406639	0.898572	0.445716	
0.0721778	0.23362	0.189851	0.0102105	0.0313894	0.123981	0.0800827	0.0756714	0	0.00972014	0	0.358799	0.00981629	0.101852	0.175106	0.00862184	0	0	0	0.0514	0	0.105765	0.0910985	0.0701557	0.0656069	0	0.0723043	0.0791821	0	0	0.0721778	1.26319	
0.420902	0.197264	0.0120483	0	0.00447641	0.0353737	0.101693	0.0603486	0.130915	0.0122212	0	0.221019	0.0423612	0.119954	0.236503	0	0	0.268841	0.119989	0	0.00286536	0	0.0942862	0.0529142	0.078784	0	0.190828	0.0791821	0	0.0133216	0.420902	0.812175	
0.0118201	0.208571	0.142168	0.0576371	0.0313894	0.0362687	0.0800827	0.0595124	0	0.0490839	0	0.358799	0	0.143071	0	0.0617087	0	0	0.0951295	0	0.00322696	0.0583306	0.0910985	0.116936	0.182571	0	0.0685619	0.087426	0	0	0.0118201	1.46196	
0.176773	0.365268	0	0	0.00040902	0.00865655	0.202834	0.0477431	0.212726	0.153316	0	0.347042	0	0.06693	0	0.0143446	0	0	0.099463	0.0438381	0.0312265	0	0.0200711	0.0733085	0.251695	0	0.0669018	0	0.00286219	0.0324817	0.176773	1.0961	
0.0544089	0.190475	0.0879516	0	0.0352227	0.157407	0.155752	0.0870717	0.133082	0.153316	0.00233185	0.398325	0.00981629	0	0.274597	0.0143446	0	0.0591898	0.0621018	0	0	0	0.0267912	0	0.0793464	0.0222338	0	0.0791821	0.0275448	0	0.0544089	1.33955	
0.801036	0.336363	0.0753303	0.0865536	0	0.158913	0.0800827	0.0283537	0	0.00972014	0.0160693	0.246986	0	0.18501	0.332092	0	0.139885	0.229863	0.0274802	0.0269656	0	0.0638375	0	0	0.133326	0	0	0.0791821	0	0	0.801036	0.533148	
0.212109	0	0	0.0865536	0	0.0428983	0	0.139807	0	0.150662	0	0.364444	0	0.18501	0.167052	0	0	0.219685	0.0951295	0	0	0.143426	0.0957089	0	0.159242	0	0.000545658	0.0791821	0	0	0.212109	1.01643	
0.121142	0.190475	0.0879516	0.0744549	0.0352227	0.155838	0.0800827	0.0870717	0.169706	0.185277	0.00233185	0.499634	0.00981629	0.0119209	0.278915	0.00738993	0	0	0	0	0	0	0.0267912	0.0191146	0	0.0222338	0	0.0791821	0	0	0.121142	1.18387	
1	0.336363	0.0743996	0.0444495	0.000766777	0.15894	0	0.0756714	0	0.00972014	0.0167499	0.182073	0	0.18501	0.172678	0	0	0.229863	0.0906628	0	0	0.0540434	0	0	0.175719	0	0	0.00513117	0	0	1	0.312452	
0.470431	0.220688	0.0449292	0.0339563	0	0.144661	0.039817	0.06318	0.0171073	0.140914	0	0.326106	0.0906194	0	0.0604831	0	0	0.0661072	0	0	0	0.0448456	0	0.0164459	0.25977	0	0.0512575	0.030126	0.0453916	0.0601021	0.470431	0.692554	
0.420902	0.197264	0.0120483	0	0.00447641	0.0353737	0.101693	0.0603486	0.130915	0.0122212	0	0.221019	0.00981629	0.119954	0.236503	0	0	0.268841	0.119989	0.0527628	0.00286536	0	0.0942862	0.0709401	0.078784	0.0370009	0.190828	0.0791821	0	0.0133216	0.420902	0.829639	
0.121142	0.190475	0.0879516	0.0744549	0.0352227	0.155838	0.0800827	0.0870717	0.169706	0.185277	0.00233185	0.499634	0.00981629	0	0.278915	0.00738993	0	0.14989	0	0	0	0	0.0267912	0.0191146	0	0.0222338	0	0.0791821	0.0275448	0	0.121142	1.22828	
0.470431	0.220688	0.0449292	0.0339563	0	0.144661	0.039817	0.06318	0.0171073	0.140914	0	0.326106	0.0906194	0	0.0604831	0	0	0.0661072	0	0	0	0.0448456	0	0	0.25977	0.0907311	0.0512575	0.030126	0.0453916	0.0601021	0.470431	0.709271	
0.898572	0.35977	0	0.207051	0	0.0739266	0.118638	0.0756714	0.0703026	0.0134974	0	0.37208	0.00981629	0.0870288	0.172678	0	0	0.124666	0.0906628	0.0514	0	0.0856425	0.0464065	0.0365318	0.131253	0	0.087209	0.0791821	0.000605909	0.0406639	0.898572	0.479712	
0.212109	0	0	0.0865536	0	0.0428983	0	0.139807	0	0.150662	0	0.364444	0	0.18501	0.167052	0	0	0.219685	0.0951295	0	0	0.143426	0.0957089	0	0.172364	0	0.00295414	0.0791821	0	0	0.212109	1.02037	
0.420902	0.197264	0.0120483	0	0.00447641	0.0353737	0.101693	0.0603486	0.130915	0.0122212	0	0.221019	0.00981629	0.119954	0.236503	0	0	0.268841	0.119989	0.0527628	0.00286536	0	0.0942862	0.0709401	0.078784	0.0370009	0.190828	0.0791821	0	0.0133216	0.420902	0.829639	
1	0.336363	0.0743996	0.0865536	0.000766777	0.15894	0	0.0756714	0	0.00972014	0.0167499	0.182073	0	0.18501	0.172678	0	0	0.229863	0.0906628	0	0	0.0540434	0	0	0.175719	0	0	0.0791821	0	0	1	0.334162	
0.801036	0.336363	0.0969628	0.0865536	0	0.158913	0.0800827	0.0283537	0	0.00972014	0.0160693	0.246986	0	0.18501	0.332092	0	0.139885	0.229863	0.0274802	0.0269656	0	0.0638375	0	0	0.133326	0	0	0.0791821	0	0	0.801036	0.53756	
0.176773	0.365268	0	0	0.00872366	0.00865655	0.202834	0.0477431	0.212726	0.153316	0	0.347042	0	0.06693	0	0.0143446	0	0	0.099463	0.0512175	0.0312265	0	0.0200711	0.0733085	0.271427	0	0.0669018	0	0.00286219	0.0324817	0.176773	1.10528	
0.0721778	0.23362	0.189851	0.0102105	0.0313894	0.123981	0.0800827	0.0756714	0	0.00972014	0	0.358799	0.00981629	0.101852	0.175106	0.00862184	0	0	0.0906628	0.0514	0	0.105765	0.0910985	0.0701557	0.0656069	0	0.0723043	0.0791821	0	0	0.0721778	1.28836	
0.979409	0.218552	0.142168	0.0865536	0.000766777	0.159052	0.0800827	0.0756714	0	0.00972014	0.00362873	0.182073	0.00981629	0.18501	0.145966	0	0	0.175068	0	0.0495292	0	0.0638375	0.012974	0	0.167689	0	0.087209	0.173873	0	0	0.979409	0.366354	
0	0.190475	0.0879516	0	0.0352227	0.157407	0.155752	0.0870717	0.133082	0.153316	0.00233185	0.40569	0.00981629	0	0.274597	0.0143446	0	0.0591898	0.0621018	0	0	0	0.0267912	0	0	0.0222338	0	0.0791821	0.0275448	0	0	1.61576	
0.52231	0.220688	0	0.0339563	0	0.144661	0.039817	0.06318	0.0171073	0.0970744	0	0.326106	0.0906194	0	0.0604831	0.234945	0	0.0661072	0	0	0	0.0448456	0	0	0.25977	0.0907311	0.0512575	0.030126	0.0453916	0.0601021	0.52231	0.695517	
0.315558	0.170825	0.0116775	0.0636155	0	0	0.0800827	0	0.230284	0.0415925	0	0.239339	0.0151902	0.211105	0.0588178	0.0307154	0	0.224595	0.258487	0.0454567	0	0.0193533	0.0120858	0	0.00188753	0	0.190828	0.0881147	0	0	0.315558	0.904113	
0.69398	0.212258	0.050516	0.00206204	0	0.158916	0.149975	0.0150653	0.0171073	0.0502018	0.00942879	0.411053	0.0988738	0.0768655	0.132359	0.11848	0	0.115881	0.0292702	0.021494	0	0.144415	0	0	0.226404	0.0310361	0.0312134	0.0158476	0	0.0601021	0.69398	0.59765	
0.304695	0	0.0455011	0.0865536	0.0313894	0.0290583	0	0.104794	0	0.150662	0	0.383832	0.0695629	0.18501	0.167052	0	0	0.219685	0.0951295	0	0	0.143426	0.0957089	0	0.172364	0	0.0216201	0.0791821	0	0	0.304695	0.937564	
0.453104	0.0325938	0	0.0339563	0	0.158916	0.039817	0.06318	0.0171073	0.111524	0.00942879	0.326106	0.0684217	0	0.318144	0.234945	0	0.111354	0.00800225	0	0	0	0	0	0.25977	0.0944992	0.0312134	0.0622375	0.0051743	0	0.453104	0.760647	
0.15696	0.124402	0.0841458	0.0426307	0	0.216597	0.150863	0.0564902	0.0171073	0	0.00737553	0.228391	0.0961441	0.0809649	0.254508	0.010888	0	0.352115	0.0299256	0.00733454	0	0.21327	0.0240355	0	0.226404	0.0033515	0	0	0	0.00368797	0.15696	1.17688	
0.304695	0	0.0455011	0.0865536	0.0313894	0.0290583	0	0.104794	0	0.150662	0	0.383832	0.0695629	0.18501	0.167052	0	0	0.219685	0.0951295	0	0	0.143426	0.0957089	0	0.172364	0	0.0216201	0.0791821	0	0	0.304695	0.937564	
0.698582	0.336363	0.0969628	0.0865536	0.0580952	0.158913	0.0800827	0.0697164	0	0.00972014	0	0.182073	0	0.18501	0.172678	0	0	0.100952	0.0906628	0	0	0.0171046	0.0169908	0	0.133326	0	0.116285	0.0791821	0.000587301	0	0.698582	0.554826	
0.848648	0.124402	0.0396185	0.0263318	0	0.158916	0.165597	0.0766136	0.0171073	0.0404378	0.00942879	0.433859	0.0961441	0.0768655	0.121181	0.121228	0	0.208263	0	0	0	0.258582	0	0	0.226404	0.102932	0.0252211	0	0	0.0282281	0.848648	0.519359	
0.048989	0.0809789	0.0574013	0.11577	0.0313894	0.0568902	0.0469729	0	0	0.123736	0	0.35898	0.00981629	0.0177642	0	0.050902	0	0.266666	0.0951295	0.0440655	0	0.143479	0.0951065	0.139942	0.179147	0	0.0898827	0.022418	0	0	0.048989	1.34641	
0.993712	0.336363	0.0743996	0.0865536	0.000766777	0.158913	0.0800827	0.0756714	0	0.00972014	0.0167499	0.182073	0	0.18501	0.172678	0	0	0.278929	0.0906628	0.00539892	0	0.0638375	0	0	0.133326	0	0	0.0791821	0	0	0.993712	0.357366	
0.282003	0.197264	0.0120483	0	0.00447641	0.0353737	0.170866	0.0603486	0.130915	0.0122212	0.0600799	0.221019	0.0255093	0.119954	0.236503	0	0	0.268841	0.119989	0.0527628	0.00286536	0	0.0942862	0.0709401	0.078784	0.0370009	0.190828	0.0791821	0	0.0133216	0.282003	1.01746	
0.0118201	0.208571	0.142168	0.0576371	0.0313894	0.0362687	0.0800827	0.0903187	0	0.0490839	0	0.358799	0	0	0	0.0617087	0	0.0267971	0.0951295	0.0514	0.010137	0.0583306	0.0967723	0.108972	0.172364	0.0924394	0.0685619	0.087426	0	0	0.0118201	1.47763	
0.0713116	0.365268	0.142168	0	0.0342871	0.129395	0.0973973	0.0756714	0	0.00972014	0	0.358799	0.00981629	0.114335	0.174813	0	0	0	0.0434084	0	0	0.195076	0.0023996	0.0701557	0.12997	0	0.0331737	0.0791821	0	0.0155541	0.0713116	1.30313	
0	0.190475	0.0879516	0.129378	0.0594585	0.157407	0.00465006	0.0870717	0.114079	0.153316	0.0147617	0.40569	0.00981629	0	0.274597	0.0143446	0	0.0591898	0.0731046	0	0	0	0.0267912	0	0	0.0222338	0	0.0791821	0.0275448	0	0	1.61791	



#Generation 70 / 500
currentGen	70
evaluateCount	3500
totalTime	9.37534
firstFrontCount	29
frontCount	2
avgEvalTime	4.36558e-05
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Obj1	Obj2	
0.621809	0.0325938	0	0.0349082	0	0.158916	0.039817	0.06318	0	0.138642	0.0101094	0.326106	0.00234369	0	0.119037	0.234945	0	0.111354	0.0674248	0	0	0.0448456	0	0	0.0926811	0	0.0312134	0.0622375	0	0	0.621809	0.525661	
0.933319	0.152496	0.0597967	0.049492	0	0.157407	0.0903445	0.197408	0	0	0	0.335244	0.0293503	0	0.287228	0	0	0.0591898	0.090379	0	0	0	0.0208738	0	0	0.0698052	0	0.0791821	0.0275448	0	0.933319	0.334635	
0.315558	0.0672609	0.0187378	0.0116067	0	0	0.0400594	0	0.171612	0.0305595	0	0.239339	0.0151902	0.163409	0	0.0307154	0	0.139189	0.258487	0.0454567	0.00439526	0.0193533	0.0120858	0	0.0303202	0	0.140069	0.0881147	0	0	0.315558	0.791666	
0.979409	0.212659	0.136853	0.046588	0.000766777	0.159052	0.0800827	0.0756714	0	0.00972014	0.00362873	0.182073	0.00981629	0.18501	0.0442293	0	0	0.175068	0	0.0266016	0	0.0638375	0.012974	0	0.167689	0	0.087209	0.0206381	0	0	0.979409	0.304453	
0.117192	0.0709806	0	0.059342	0	0.144661	0	0	0.0171073	0	0.000881881	0.213946	0.0906194	0.0515848	0.0604831	0.192557	0	0.166619	0	0.0459517	0	0.0448456	0	0.0154667	0.233447	0.0907311	0.0512575	0.030126	0.00570161	0.0344272	0.117192	1.0833	
0.464025	0.0325938	0.069068	0	0	0.158046	0.039817	0.06318	0.006503	0.0214639	0.00211622	0.22017	0	0.0192941	0.30417	0.0103047	0	0.111354	0	0	0	0.0448456	0	0	0.25977	0	0.0312134	0.0366224	0.000392826	0.0228685	0.464025	0.630579	
0.212109	0	0	0.0678426	0	0.138262	0.0370087	0.139807	0.000193986	0.043164	0	0.219953	0	0.18501	0.161707	0	0	0.0314401	0.0289408	0	0	0.143426	0.0957089	0	0.159242	0.000886851	0.000545658	0.0791821	0.00478147	0	0.212109	0.917307	
0.838985	0.133299	0.0186106	0.0445468	0	0.0485288	0.000446499	0.0756714	0.0703026	0.0134974	0	0.204033	0.00981629	0.0870288	0.172678	0	0	0.0810526	0.148364	0.0476799	0	0.231699	0.0238914	0.0365318	0.192026	0.0542987	0	0.0178431	0.000605909	0.0217497	0.838985	0.402187	
1	0.135811	0.0797139	0	9.29286e-05	0.0944664	0.0712828	0.0442471	0.00836734	0.00972014	0.0167499	0.182073	0	0.116854	0.207631	0	0	0	0	0	0	0.0536162	0	0.0706585	0.0513662	0	0.0479764	0.00513117	0	0	1	0.200159	
0.383139	0.190475	0.059999	0.0604567	0	0.100144	0.0903445	0.0870717	0.0304215	0.0969824	0	0.270445	0.037063	0	0.197177	0.0435372	0	0.0591898	0.223149	0	0.00258934	0.108336	0.00673411	0	0	0.0416264	0	0	0.0121816	0	0.383139	0.766722	
0.0275884	0.208571	0	0.0576371	0.0565919	0.0362687	0.0229269	0.0406219	0	0	0	0.228324	0.00396175	0.0783922	0	0.0156964	0	0	0.0951295	0	0.00322696	0.0583306	0.117269	0	0.171429	0	0.0685619	0.11042	0	0	0.0275884	1.22785	
0.652068	0.0325938	0	0.0339563	0	0.035097	0.00280826	0.06318	0.0104104	0	0.0101094	0.291737	0.0489868	0	0.164075	0.0934058	0	0.120928	0.0661887	0.141547	0	0.0448456	0	0	0	0	0.0312134	0.0714453	0.0133482	0	0.652068	0.441885	
0.574198	0.0451407	0.0304757	0.0455015	0	0.100144	0.0903445	0.0870717	0	0.0551702	0	0.335244	0.037063	0	0.183204	0	0	0.0591898	0.223149	0	0.00136051	0	0	0	0	0.0416264	0.0529948	0	0.0121816	0	0.574198	0.526887	
0.384456	0.213886	0.0449292	0	0.0272379	0.109773	0.039817	0.0662712	0.0171073	0	0	0.312531	0.0906194	0	0	0	0	0.0661072	0	0	0.00122882	0.198993	0.00591742	0.0164459	0.25977	0	0	0.030126	0	0.0529774	0.384456	0.727318	
0.00997877	0.190475	0.0160646	0	0.0352227	0.150073	0	0.0870717	0	0.010825	0	0.395716	0.016552	0	0.222679	0.0143446	0	0.0591898	0.0621018	0	0	0	0.0267912	0.135792	0	0.0222338	0	0.0791821	0.0275448	0	0.00997877	1.36002	
